human_gene_id,human_gene_disease_id,entrez_id,gene_symbol,gene_group_id,gene_group,inheritance_pattern,inheritance_type,main_class_type,additional_class_type,additional_class_type_d,main_class_type_g,additional_class_type_g,confidence_criteria_limit_no_patient,sysid_yes_no,disease_subtype,disease_type,alternative_names,additional_references,omim_disease,gene_review,haploinsufficiency_yes_no,clinical_synopsis,human_gene_disease_remark
363,553,84720,PIGO,8,"ID data freeze 650","Mendelian autosomal",recessive,1,"(E), M, U, (V), (X)","( E ),  M ,  U , ( V ), ( X )",1,"( E ),  M ,  U , ( V ), ( X )",1,1,"HYPERPHOSPHATASIA WITH MENTAL RETARDATION SYNDROME 2; HPMRS2","HYPERPHOSPHATASIA WITH MENTAL RETARDATION SYNDROME",-,22683086,614749,NULL,0,"3 patients, moderate to severe ID, hyperphosphatasia, facial dysmorphism, anal atresia, atrial septal defect, seizures, brachytelephalangy; increased serum alkaline phosphatase",NULL
365,555,5290,PIK3CA,8,"ID data freeze 650",Somatic,N/A,7,"F, L1, S"," F ,  L1 ,  S ",7," F ,  L1 ,  S ",0,1,"MEGALENCEPHALY-CAPILLARY MALFORMATION-POLYMICROGYRIA SYNDROME; MCAP","MEGALENCEPHALY-CAPILLARY MALFORMATION-POLYMICROGYRIA SYNDROME",-,"22729222,22729223,22729224",602501,23946963,0,"megalencephaly, capillary malfomration, polymicrogyria",
365,556,5290,PIK3CA,8,"ID data freeze 650","Mendelian autosomal",dominant,NULL,NULL,,7," F ,  L1 ,  S ",0,0,"COWDEN SYNDROME 5; CWS5","COWDEN SYNDROME",-,,615108,23946963,0,,
366,557,5296,PIK3R2,8,"ID data freeze 650","Mendelian autosomal",dominant,4,"F, L1, Ua"," F ,  L1 ,  Ua ",4," F ,  L1 ,  Ua ",0,1,"MEGALENCEPHALY-POLYMICROGYRIA-POLYDACTYLY-HYDROCEPHALUS SYNDROME; MPPH","MEGALENCEPHALY-POLYMICROGYRIA-POLYDACTYLY-HYDROCEPHALUS SYNDROME",-,22729224,603387,27854409,0,"megalencephaly, hydrocephalus, and polymicrogyria; polydactyly",
370,562,87178,PNPT1,8,"ID data freeze 650","Mendelian autosomal",recessive,"5, 8b","(E), (G), H, L2, M","( E ), ( G ),  H ,  L2 ,  M ","5, 8b","( E ), ( G ),  H ,  L2 ,  M ",0,1,"COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 13; COXPD13","COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY",-,31752325,614932,NULL,0,"25 patients from 15 families: neurodevelopmental delay in most, tone anomalies, feeding difficulties, hearing loss, regression choreaoathetosis, visual loss, cataracts, developmental delay, few with ataxia, seizures, neuropathy, MRI abnormalities, only few with increased lactate or respiratory chain deficiency, 4x microcephaly",
370,563,87178,PNPT1,8,"ID data freeze 650","Mendelian autosomal",recessive,NULL,NULL,,"5, 8b","( E ), ( G ),  H ,  L2 ,  M ",0,0,"DEAFNESS, AUTOSOMAL RECESSIVE 70; DFNB70","DEAFNESS, AUTOSOMAL RECESSIVE",,,614934,NULL,0,,
371,564,25886,POC1A,8,"ID data freeze 650","Mendelian autosomal",recessive,8a,"A, S, U"," A ,  S ,  U ",8a," A ,  S ,  U ",0,1,"SHORT STATURE, ONYCHODYSPLASIA, FACIAL DYSMORPHISM, AND HYPOTRICHOSIS; SOFT","SHORT STATURE, ONYCHODYSPLASIA, FACIAL DYSMORPHISM, AND HYPOTRICHOSIS",-,,614813,NULL,0,"severely short long bones, peculiar facies, paucity of hair, nail anomalies; prenatal growth retardation, skeletal findings, major delay of carpal ossification and cone-shaped epiphyses, developmental delay in 2 of 5 families",NULL
372,565,11128,POLR3A,8,"ID data freeze 650","Mendelian autosomal",recessive,8b,"A, G, H, K, L2, (U)"," A ,  G ,  H ,  K ,  L2 , ( U )","8a, 8b"," A ,  G ,  H ,  K ,  L2 ,  S ,  T ,  U , ( U )",0,1,"LEUKODYSTROPHY, HYPOMYELINATING, 7, WITH OR WITHOUT OLIGODONTIA AND/OR HYPOGONADOTROPIC HYPOGONADISM; HLD7","LEUKODYSTROPHY, HYPOMYELINATING, WITH OR WITHOUT OLIGODONTIA AND/OR HYPOGONADOTROPIC HYPOGONADISM","LEUKOENCEPHALOPATHY, HYPOMYELINATING, WITH ATAXIA AND DELAYED DENTITION;ATAXIA, DELAYED DENTITION, AND HYPOMYELINATION; ADDH; LEUKODYSTROPHY, HYPOMYELINATING, WITH HYPODONTIA AND HYPOGONADOTROPIC HYPOGONADISM; 4H SYNDROME","21855841,33005949",607694,22855961,0,"cognitive regression, developmental delay in some early onset patients; commonly growth and endocrine anomalies",
372,2751,11128,POLR3A,8,"ID data freeze 650","Mendelian autosomal",recessive,8a,"A, S, T, U"," A ,  S ,  T ,  U ","8a, 8b"," A ,  G ,  H ,  K ,  L2 ,  S ,  T ,  U , ( U )",0,1,"WIEDEMANN-RAUTENSTRAUCH SYNDROME; WDRTS","WIEDEMANN-RAUTENSTRAUCH SYNDROME",,30414627,264090,22855961,0,"IUGR, relative macrocephaly, progeroid, dental abnormalities, decreased subcutaneous fat, skin findings, vision anomalies, skeletal anomalies; developmental delay in some",
380,579,5625,PRODH,8,"ID data freeze 650","Mendelian autosomal",recessive,5,"E, M, P"," E ,  M ,  P ",5," E ,  M ,  P ",0,1,"HYPERPROLINEMIA, TYPE I; HPI",HYPERPROLINEMIA,"PROLINE OXIDASE DEFICIENCY",,239500,NULL,0,"biallelic defects: ID and neurologic anomalies",NULL
385,591,139411,PTCHD1,8,"ID data freeze 650","Mendelian X-linked","not sure",6,P," P ",6," P ",1,1,"ASD, ID","ASD, ID",-,20844286,NULL,NULL,0,"autism spectrum disorder with or without ID; ID with or without autism",
390,599,22931,RAB18,8,"ID data freeze 650","Mendelian autosomal",recessive,1,"B, H, T, U"," B ,  H ,  T ,  U ",1," B ,  H ,  T ,  U ",0,1,"WARBURG MICRO SYNDROME 3; WARBM3","WARBURG MICRO SYNDROME","MICRO SYNDROME 3",21473985,614222,29300443,0,"brain, eye, and endocrine abnormalities, congenital cataracts, microphthalmia, microcornea, progressive neurological deterioration, gyration anomalies",
396,606,5885,RAD21,8,"ID data freeze 650","Mendelian autosomal",dominant,4,"A, B, L1, U, (V)"," A ,  B ,  L1 ,  U , ( V )",4," A ,  B ,  L1 ,  U , ( V )",1,1,"CORNELIA DE LANGE SYNDROME 4; CDLS4","CORNELIA DE LANGE SYNDROME",-,"22633399,31334757,32696056",614701,20301283,0,"6 individuals with de novo missense or truncating variants: growth retardation, minor skeletal anomalies; facial features overlapping with CdLS; mild cognitive impairment; some individuals with holoprosencephaly",
396,3271,5885,RAD21,8,"ID data freeze 650","Mendelian autosomal",recessive,NULL,NULL,,4," A ,  B ,  L1 ,  U , ( V )",0,0,"MUNGAN SYNDROME","MUNGAN SYNDROME",,,611376,NULL,0,"homozygous missense variant in 3 sibs from 1 family: visceral neuromyopathy, intestinal pseudoobstruction, cardiac defects",
402,613,55005,RMND1,8,"ID data freeze 650","Mendelian autosomal",recessive,8b,"C, G, H, M"," C ,  G ,  H ,  M ",8b," C ,  G ,  H ,  M ",0,1,"COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 11; COXPD11","COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY",-,"23022098,23022099",614922,NULL,0,"severe neonatal encephaloneuromyopathy, lethargy, respiratory failure, profound floppiness, hyporeflexia or areflexia, equinus deformities, lactic acidosis, death in the first year of life; progressive",
407,620,79641,ROGDI,8,"ID data freeze 650","Mendelian autosomal",recessive,2,"E, H, L2"," E ,  H ,  L2 ",2," E ,  H ,  L2 ",0,1,"KOHLSCHUTTER-TONZ SYNDROME; KTZS","KOHLSCHUTTER-TONZ SYNDROME","EPILEPSY AND YELLOW TEETH; EPILEPSY, DEMENTIA, AND AMELOGENESIS IMPERFECTA; KOHLSCHUTTER SYNDROME",,226750,NULL,0,"early-onset seizures, severe global developmental delay, spasticity, amelogenesis imperfecta; signs of cerebral atrophy",NULL
414,630,6323,SCN1A,8,"ID data freeze 650","Mendelian autosomal",dominant,2,"E, G, H, P"," E ,  G ,  H ,  P ",2," E ,  G ,  H ,  P ",0,1,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 6; EIEE6","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE","DRAVET SYNDROME",,607208,20301494,1,"early onset, severe seizures with progressive dementia, ADHD-like phenotype",
414,631,6323,SCN1A,8,"ID data freeze 650","Mendelian autosomal",dominant,NULL,NULL,,2," E ,  G ,  H ,  P ",0,0,"MIGRAINE, FAMILIAL HEMIPLEGIC, 3; FHM3","MIGRAINE, FAMILIAL HEMIPLEGIC",,,609634,20301562,1,,
414,632,6323,SCN1A,8,"ID data freeze 650","Mendelian autosomal",dominant,NULL,NULL,,2," E ,  G ,  H ,  P ",0,0,"Epilepsy, generalized, with febrile seizures plus, type 2","GENERALIZED EPILEPSY WITH FEBRILE SEIZURES PLUS",,,604403,20301494,1,,
415,633,6326,SCN2A,8,"ID data freeze 650","Mendelian autosomal",dominant,5,"E, H"," E ,  H ","5, 6"," E ,  H ,  P ",0,1,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 11; EIEE11","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE",-,,613721,NULL,0,"infantile onset of refractory seizures, delayed neurologic development and persistent neurologic abnormalities",NULL
415,634,6326,SCN2A,8,"ID data freeze 650","Mendelian autosomal",dominant,6,P," P ","5, 6"," E ,  H ,  P ",1,1,"UNSPECIFIC ID AND AUTISM","UNSPECIFIC ID AND AUTISM",-,"23020937,22495309",NULL,NULL,0,"few patients with unspecific ID and severe behavioural anomalies or autism",NULL
415,635,6326,SCN2A,8,"ID data freeze 650","Mendelian autosomal",dominant,NULL,NULL,,"5, 6"," E ,  H ,  P ",0,0,"SEIZURES, BENIGN FAMILIAL INFANTILE, 3; BFIS3","SEIZURES, BENIGN FAMILIAL INFANTILE",,,607745,NULL,0,,
416,636,6334,SCN8A,8,"ID data freeze 650","Mendelian autosomal",dominant,5,"H, L2, P"," H ,  L2 ,  P ","2, 5","( C ),  E ,  G ,  H ,  L2 ,  P ",1,1,"COGNITIVE IMPAIRMENT WITH OR WITHOUT CEREBELLAR ATAXIA; CIAT","COGNITIVE IMPAIRMENT WITH OR WITHOUT CEREBELLAR ATAXIA",-,22365152,614306,27559564,0,"1 patient, delayed psychomotor development, attention deficit disorder, cerebellar ataxia, dysarthira, nystagmus, amblyopia; MRI: pancerebellar atrophy; ADHD in some family members",
416,637,6334,SCN8A,8,"ID data freeze 650","Mendelian autosomal",dominant,2,"(C), E, G, H, P","( C ),  E ,  G ,  H ,  P ","2, 5","( C ),  E ,  G ,  H ,  L2 ,  P ",0,1,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 13; EIEE13","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE",-,"22365152,26029160",614558,27559564,0,"seizure onset before 18 months of age as well as developmental and cognitive disabilities, movement disorders, and a high incidence of sudden death; progressive",
420,649,84947,SERAC1,8,"ID data freeze 650","Mendelian autosomal",recessive,8b,"G, H, L2, M"," G ,  H ,  L2 ,  M ",8b," G ,  H ,  L2 ,  M ",0,1,"3-METHYLGLUTACONIC ACIDURIA WITH DEAFNESS, ENCEPHALOPATHY, AND LEIGH-LIKE SYNDROME; MEGDEL","3-METHYLGLUTACONIC ACIDURIA WITH DEAFNESS, ENCEPHALOPATHY, AND LEIGH-LIKE SYNDROME",-,22683713,614739,24741715,0,"delayed psychomotor development, psychomotor regression, sensorineural deafness, spasticity, dystonia, increased excretion of 3-methylglutaconic acid; cerebral and cerebellar atrophy; increased serum lactate and alanine, mitochondrial oxidative phosphorylation defects etc.",
429,663,6497,SKI,8,"ID data freeze 650","Mendelian autosomal",dominant,4,"T, U, Ua, Ub, V"," T ,  U ,  Ua ,  Ub ,  V ",4," T ,  U ,  Ua ,  Ub ,  V ",0,1,"SHPRINTZEN-GOLDBERG CRANIOSYNOSTOSIS SYNDROME; SGS","SHPRINTZEN-GOLDBERG CRANIOSYNOSTOSIS SYNDROME","CRANIOSYNOSTOSIS WITH ARACHNODACTYLY AND ABDOMINAL HERNIAS; MARFANOID DISORDER WITH CRANIOSYNOSTOSIS, TYPE I; MARFANOID CRANIOSYNOSTOSIS SYNDROME","23023332,23103230",182212,20301454,0,"craniosynostosis, distinctive craniofacial features, skeletal changes, neurologic abnormalities, mild-to-moderate ID, and brain anomalies (hydrocephalus, dilatation of the lateral ventricles, and Chiari 1 malformation); Cardiovascular anomalies; minimal subcutaneous fat, abdominal wall defects, cryptorchidism in males, myopia",NULL
436,673,9197,SLC33A1,8,"ID data freeze 650","Mendelian autosomal",recessive,8b,"C, H, L2, M, T"," C ,  H ,  L2 ,  M ,  T ",8b," C ,  H ,  L2 ,  M ,  T ",0,1,"CONGENITAL CATARACTS, HEARING LOSS, AND NEURODEGENERATION; CCHLND","CONGENITAL CATARACTS, HEARING LOSS, AND NEURODEGENERATION",-,22243965,614482,31194315,0,"lethal, congenital cataracts, hearing loss, severe developmental delay, pronounced cerebellar hypoplasia; abnormality of metabolism",
436,674,9197,SLC33A1,8,"ID data freeze 650","Mendelian autosomal",recessive,NULL,NULL,,8b," C ,  H ,  L2 ,  M ,  T ",0,0,"SPASTIC PARAPLEGIA 42, AUTOSOMAL DOMINANT; SPG42","SPASTIC PARAPLEGIA, AUTOSOMAL DOMINANT",-,22243965,612539,"31194315,20301682",0,,
440,678,10479,SLC9A6,8,"ID data freeze 650","Mendelian X-linked","not sure",2,"(B), C, E, G, H, L2, P","( B ),  C ,  E ,  G ,  H ,  L2 ,  P ",2,"( B ),  C ,  E ,  G ,  H ,  L2 ,  P ",0,1,"MENTAL RETARDATION, X-LINKED, SYNDROMIC, CHRISTIANSON TYPE; MRXSCH","MENTAL RETARDATION, X-LINKED, SYNDROMIC","ANGELMAN-LIKE SYNDROME, X-LINKED; MENTAL RETARDATION, MICROCEPHALY, EPILEPSY, AND ATAXIA SYNDROME",,300243,NULL,0,"Angelman-like, 16 males: profound ID, absense of expressive verbal language, epilepsy, limited life expectancy; mild craniofacial dysmorphism; bilateral ophthalmoplegia and truncal ataxia in 3 patients; cerebellar and brainstem atrophy, microcephaly, slow regression of walking ability",NULL
441,679,4089,SMAD4,8,"ID data freeze 650","Mendelian autosomal",dominant,4,"A, (B), Q, S, Ua, Ub, Uc, V"," A , ( B ),  Q ,  S ,  Ua ,  Ub ,  Uc ,  V ",4," A , ( B ),  Q ,  S ,  Ua ,  Ub ,  Uc ,  V ",0,1,"MYHRE SYNDROME; MYHRS","MYHRE SYNDROME","GROWTH-MENTAL DEFICIENCY SYNDROME OF MYHRE;LARYNGOTRACHEAL STENOSIS, ARTHROPATHY, PROGNATHISM, AND SHORT STATURE; LAPS SYNDROME",22243968,139210,NULL,0,"reduced growth, generalized muscular hypertrophy, facial dysmorphism, deafness, cognitive deficits, joint stiffness, skeletal anomalies",NULL
441,680,4089,SMAD4,8,"ID data freeze 650","Mendelian autosomal",dominant,NULL,NULL,,4," A , ( B ),  Q ,  S ,  Ua ,  Ub ,  Uc ,  V ",0,0,"JUVENILE POLYPOSIS/HEREDITARY HEMORRHAGIC TELANGIECTASIA SYNDROME; JPHT","JUVENILE POLYPOSIS/HEREDITARY HEMORRHAGIC TELANGIECTASIA SYNDROME","JP/HHT SYNDROME; JUVENILE POLYPOSIS WITH HEREDITARY HEMORRHAGIC TELANGIECTASIA; JPS/HHT; TELANGIECTASIA, HEREDITARY HEMORRHAGIC, WITH JUVENILE POLYPOSIS COLI; POLYPOSIS, GENERALIZED JUVENILE, WITH PULMONARY ARTERIOVENOUS MALFORMATION",,175050,"20301525,20301642",0,"juvenile polyposis, hereditary hemorrhagic telangiectasia, hamartomatous polyps, increased risk of gastrointestinal cancer, vascular dysplasia",
441,681,4089,SMAD4,8,"ID data freeze 650","Mendelian autosomal",dominant,NULL,NULL,,4," A , ( B ),  Q ,  S ,  Ua ,  Ub ,  Uc ,  V ",0,0,"Polyposis, juvenile intestinal","JUVENILE POLYPOSIS SYNDROME",,,174900,20301642,0,,
442,682,6595,SMARCA2,8,"ID data freeze 650","Mendelian autosomal",dominant,2,"A, B, E, S, U"," A ,  B ,  E ,  S ,  U ","2, 5"," A ,  B ,  E ,  H ,  P ,  S ,  T ,  U ",0,1,"NICOLAIDES-BARAITSER SYNDROME; NCBRS","NICOLAIDES-BARAITSER SYNDROME",-,22366787,601358,26468571,0,"de novo missense variants clustering in the ATPase domain exons 15-25): sparse hair, typical facial gestalt, epilepsy, prominent interphalangeal joints, broad distal phalanges, wrinkling skin; ID usually moderate to severe",
442,3256,6595,SMARCA2,8,"ID data freeze 650","Mendelian autosomal",dominant,5,"B, H, P, T, U"," B ,  H ,  P ,  T ,  U ","2, 5"," A ,  B ,  E ,  H ,  P ,  S ,  T ,  U ",0,1,"syndromic disease","syndromic disease",,32694869,NULL,26468571,0,"mostly de novo missense variants clustering in exons 8, 9 or 19 in 14 of 20 individuals: non-Nicolaides-Baraitser phenotype: hypotonia, variable ID, postnatal microcephaly 8/20, behavioural problems 13/29, blepharophimosis, dysmorphism, abnormal dentition, joint contractures",
443,683,6597,SMARCA4,8,"ID data freeze 650","Mendelian autosomal",dominant,5,"B, (E), H, S"," B , ( E ),  H ,  S ",5," B , ( E ),  H ,  S ",0,1,"COFFIN-SIRIS SYNDROME 4; CSS4","COFFIN-SIRIS SYNDROME","MENTAL RETARDATION, AUTOSOMAL DOMINANT 16; MRD16",,614609,23556151,0,"6 patients, developmental delay, hypotonia, microcephaly; seizures in 2; vision problems; hearing problems; absent or hypoplastic fifth fingernails or toenails; hirsutism, sparse scalp hair; Coffin-Siris syndrome-like",
443,684,6597,SMARCA4,8,"ID data freeze 650","Mendelian autosomal",dominant,NULL,NULL,,5," B , ( E ),  H ,  S ",0,0,"RHABDOID TUMOR PREDISPOSITION SYNDROME 2; RTPS2","RHABDOID TUMOR PREDISPOSITION SYNDROME",,,613325,NULL,0,,
444,685,6598,SMARCB1,8,"ID data freeze 650","Mendelian autosomal",dominant,5,"A, B, E, H, L2, S, U"," A ,  B ,  E ,  H ,  L2 ,  S ,  U ",5," A ,  B ,  E ,  H ,  L2 ,  S ,  U ",1,1,"COFFIN-SIRIS SYNDROME 3; CSS3","COFFIN-SIRIS SYNDROME","MENTAL RETARDATION, AUTOSOMAL DOMINANT 15; MRD15",,614608,23556151,1,"4 patients, developmental delay, hypotonia; microcephaly, small cerebellum; seizures, hearing loss; absent or hypoplastic fifth finger or toenails, sparse scalp hair, delayed dentition, hirsutism, coarse facial appearance, short stature, spinal anomalies, feeding problems; Coffin-Siris syndrome-like",
444,686,6598,SMARCB1,8,"ID data freeze 650","Mendelian autosomal",dominant,NULL,NULL,,5," A ,  B ,  E ,  H ,  L2 ,  S ,  U ",0,0,"{Rhabdoid tumor predisposition syndrome 1}","RHABDOID TUMOR PREDISPOSITION SYNDROME",,,609322,NULL,1,,
447,689,64093,SMOC1,8,"ID data freeze 650","Mendelian autosomal",recessive,4,"T, Ua"," T ,  Ua ",4," T ,  Ua ",0,1,"MICROPHTHALMIA WITH LIMB ANOMALIES","MICROPHTHALMIA WITH LIMB ANOMALIES","WAARDENBURG ANOPHTHALMIA SYNDROME; ANOPHTHALMIA-SYNDACTYLY;OPHTHALMOACROMELIC SYNDROME; OAS",,206920,NULL,0,"microphthalmia, limb anomalies",NULL
451,694,55084,SOBP,8,"ID data freeze 650","Mendelian autosomal",recessive,5,T," T ",5," T ",1,1,"MENTAL RETARDATION, ANTERIOR MAXILLARY PROTRUSION, AND STRABISMUS; MRAMS","MENTAL RETARDATION, ANTERIOR MAXILLARY PROTRUSION, AND STRABISMUS",-,,613671,NULL,0,"1 family with 7 affected: ID, dysmorphism, strabism, 1x without dysmorphism, but with epilepsy, psychosis",NULL
456,703,6660,SOX5,8,"ID data freeze 650","Mendelian autosomal",dominant,"5, 6","(E), H, P, T","( E ),  H ,  P ,  T ","5, 6","( E ),  H ,  P ,  T ",0,1,"LAMB-SHAFFER SYNDROME; LAMSHF","LAMB-SHAFFER SYNDROME; LAMSHF",-,"22290657,31578471",616803,NULL,0,"deletions: prominent speech delay, ID, behavioural abnormalities, dysmorphic features; plus 41 individuals with truncating and clustering missense variants: mild to severe ID, limited speech, behavioural anomalies, 8x seizures, variable other anomalies such as strabism, hypotonia",
458,705,10847,SRCAP,8,"ID data freeze 650","Mendelian autosomal",dominant,5,"A, (P), (U)"," A , ( P ), ( U )",5," A , ( P ), ( U )",0,1,"FLOATING-HARBOR SYNDROME; FLHS","FLOATING-HARBOR SYNDROME",-,,136140,23193612,0,"proportionate short stature, delayed bone age, delayed speech development, typical facial features, mild to moderate ID, severe receptive and expressive language impairment; sometimes behavioural problems",NULL
459,706,79644,SRD5A3,8,"ID data freeze 650","Mendelian autosomal",recessive,5,"H, (L2), M, (S), T, (V)"," H , ( L2 ),  M , ( S ),  T , ( V )","2, 5"," H , ( L2 ),  M , ( S ),  T ,  U , ( V )",0,1,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IQ; CDG1Q","CONGENITAL DISORDER OF GLYCOSYLATION","COLOBOMA, OCULAR, WITH ICHTHYOSIS, BRAIN MALFORMATIONS, AND ENDOCRINE ABNORMALITIES;CDG Iq; CDGIq,. CDG Syndromes, Carbohydrate-Deficient Glycoprotein Syndromes",20700148,612379,20301507,0,"congenital eye malformations (ocular coloboma, optic nerve hypoplasia, and variable degree of visual loss), nystagmus, hypotonia, ataxia, developmental delay/ID, dermatologic complications and/or congenital cardiac defects in some patients; abnormality of metabolism",
459,707,79644,SRD5A3,8,"ID data freeze 650","Mendelian autosomal",recessive,2,"M, T, U"," M ,  T ,  U ","2, 5"," H , ( L2 ),  M , ( S ),  T ,  U , ( V )",1,1,"KAHRIZI SYNDROME; KHRZ","KAHRIZI SYNDROME","MENTAL RETARDATION, CATARACT, COLOBOMA, AND KYPHOSIS, AUTOSOMAL RECESSIVE",20700148,612713,NULL,0,"1 family, severe ID, coloboma, cataract, kyphosis, coarse facial features; abnormality of metabolism",
464,713,6812,STXBP1,8,"ID data freeze 650","Mendelian autosomal",dominant,2,"E, H"," E ,  H ",2," E ,  H ",0,1,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 4; EIEE4","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE",-,,612164,27905812,0,"severe to profound ID, early onset severe epilepsy",
464,3113,6812,STXBP1,8,"ID data freeze 650","Mendelian autosomal",recessive,2,E," E ",2," E ,  H ",1,1,"epileptic encephalopathy","epileptic encephalopathy",,31855252,NULL,27905812,0,"homozygous missense variant in 2 sibs: severe ID, epilepsy",
472,721,57465,TBC1D24,8,"ID data freeze 650","Mendelian autosomal",recessive,5,"E, (H), (L2)"," E , ( H ), ( L2 )","2, 4, 5, 8b"," C ,  E ,  G ,  H , ( H ), ( L2 ),  M ,  S , ( Ua )",0,1,"MYOCLONIC EPILEPSY, FAMILIAL INFANTILE; FIME","MYOCLONIC EPILEPSY, FAMILIAL INFANTILE",-,,605021,25719194,0,"focal epilepsy, dysarthria, borderline to moderate ID; MRI: abnormal cortical thickening",
472,1314,57465,TBC1D24,8,"ID data freeze 650","Mendelian autosomal",recessive,"2, 8b","C, E, G, H"," C ,  E ,  G ,  H ","2, 4, 5, 8b"," C ,  E ,  G ,  H , ( H ), ( L2 ),  M ,  S , ( Ua )",0,1,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 16; EIEE16 ","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE",,,615338,25719194,0,"early infantile epileptic encephalopathy, onset of seizures in the first weeks or months of life, variable seizures, often unresponsive to medication, psychomotor regression or lack of psychomotor development, extrapyramidal signs and hypotonia, often lethality in childhood","2 families"
472,1315,57465,TBC1D24,8,"ID data freeze 650","Mendelian autosomal",recessive,4,"E, H, M, S, (Ua)"," E ,  H ,  M ,  S , ( Ua )","2, 4, 5, 8b"," C ,  E ,  G ,  H , ( H ), ( L2 ),  M ,  S , ( Ua )",0,1,"DEAFNESS, ONYCHODYSTROPHY, OSTEODYSTROPHY, MENTAL RETARDATION, AND SEIZURES SYNDROME; DOORS","DEAFNESS, ONYCHODYSTROPHY, OSTEODYSTROPHY, MENTAL RETARDATION, AND SEIZURES SYNDROME; DOORS","DOOR SYNDROME, DIGITORENOCEREBRAL SYNDROME, DRC SYNDROME, BRACHYDACTYLY DUE TO ABSENCE OF DISTAL PHALANGES, ERONEN SYNDROME",24291220,220500,25719194,0,"deafness, onychodystrophy, osteodystrophy, ID. Can include triphalangeal thumbs (2/9), seizures, abnormal dermatoglyphics, nail anomalies, and unspecific MRI anomalies, increased urine 2-oxoglutaric acid",
472,1316,57465,TBC1D24,8,"ID data freeze 650","Mendelian autosomal",recessive,NULL,NULL,,"2, 4, 5, 8b"," C ,  E ,  G ,  H , ( H ), ( L2 ),  M ,  S , ( Ua )",0,0,"DEAFNESS, AUTOSOMAL RECESSIVE 86; DFNB86","DEAFNESS, AUTOSOMAL RECESSIVE",,,614617,25719194,0,,
475,725,26123,TCTN3,8,"ID data freeze 650","Mendelian autosomal",recessive,1,"L1, O, T, Ua"," L1 ,  O ,  T ,  Ua ",1," L1 ,  O ,  T ,  Ua ",1,1,"JOUBERT SYNDROME 18; JBTS18","JOUBERT SYNDROME",-,22883145,614815,20301500,0,"2 sibs, vermis agenesis, molar tooth sign, severe kyphoscoliosis; older sib: polydactyly, camptodactyly, abnormal eye movements, breathing anomalies, severe ID, joint laxity, younger sib; intrauterine growth retardation, oral anomalies, micrognathism, horseshoe kidney, ventricular septal defect",NULL
475,726,26123,TCTN3,8,"ID data freeze 650","Mendelian autosomal",recessive,NULL,NULL,,1," L1 ,  O ,  T ,  Ua ",0,0,"OROFACIODIGITAL SYNDROME IV; OFD4","OROFACIODIGITAL SYNDROME",,22883145,258860,NULL,0,,
476,727,9524,TECR,8,"ID data freeze 650","Mendelian autosomal",recessive,6,NULL,,6,,1,1,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 14; MRT14","MENTAL RETARDATION, AUTOSOMAL RECESSIVE",-,,614020,NULL,0,"1 family, Hutterite founder mutation, non-syndromic, mild to moderate ID",
482,739,54499,TMCO1,8,"ID data freeze 650","Mendelian autosomal",recessive,4,"H, L1, Ub, Uc, (W)"," H ,  L1 ,  Ub ,  Uc , ( W )",4," H ,  L1 ,  Ub ,  Uc , ( W )",0,1,"CRANIOFACIAL DYSMORPHISM, SKELETAL ANOMALIES, AND MENTAL RETARDATION SYNDROME; CFSMR","CRANIOFACIAL DYSMORPHISM, SKELETAL ANOMALIES, AND MENTAL RETARDATION SYNDROME","CEREBELLAR ATAXIA WITH MENTAL RETARDATION, OPTIC ATROPHY, AND SKIN ABNORMALITIES; CAMOS",20018682,213980,NULL,0,"distinctive craniofacial dysmorphism, skeletal anomalies, ID; brachycephaly, highly arched bushy eyebrows, synophrys, long eyelashes, low-set ears, microdontism of primary teeth, generalized gingival hyperplasia; Sprengel deformity of scapula, fusion of spine, rib abnormities, pectus excavatum",NULL
483,740,55858,TMEM165,8,"ID data freeze 650","Mendelian autosomal",recessive,2,"A, B, E, H, L2, M, U"," A ,  B ,  E ,  H ,  L2 ,  M ,  U ",2," A ,  B ,  E ,  H ,  L2 ,  M ,  U ",1,1,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIK; CDG2K","CONGENITAL DISORDER OF GLYCOSYLATION","CDG Syndromes, Carbohydrate-Deficient Glycoprotein Syndromes, CDG IIk; CDGIIk",22683087,614727,20301507,0,"skeletal dysplasia, abnormal white matter and pituitary hypoplasia; 1 patient died after recurrent, unexplained fevers",NULL
